Количество комнат;Парковка;Стоимость;Регион;Название дома (ЖК);Лифт грузовой (кол-во);Балкон/лоджия;Тип дома;Кол-во раздельных санузлов;Ремонт;Расстояние до метро
3.0;Неизвестно;7203840;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;1.0;Отсутсвует;1.25
2.0;Неизвестно;6071520;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;2.0;Отсутсвует;1.75
1.0;Неизвестно;5156600;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;0.0;Отсутсвует;1.75
1.0;Неизвестно;4673820;Мытищи;ЖК «Ярославский»;2.0;Нет;Панельный;0.0;Отсутсвует;1.75
2.0;Неизвестно;5739030;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;2.0;Отсутсвует;1.75
1.0;Неизвестно;4376000;Ленинский;ЖК «Восточное Бутово»;2.0;Нет;Панельный;0.0;Отсутсвует;1.75
2.0;Неизвестно;5681000;Люберецкий;ЖК «Белая Дача парк»;2.0;Нет;Панельный;2.0;Отсутсвует;0.75
2.0;Неизвестно;12370900;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;2.0;Отсутсвует;0.833
3.0;Неизвестно;13848440;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
3.0;Неизвестно;15489710;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;13531960;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
4.0;Неизвестно;18603400;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;12726000;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;2.0;Отсутсвует;0.833
3.0;Неизвестно;13850527;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
1.0;Неизвестно;8838720;Москва;ЖК «Лефортово парк»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;14042340;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
3.0;Неизвестно;13218201;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
1.0;Неизвестно;9903920;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
3.0;Неизвестно;20942800;Москва;ЖК «Западный порт»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.4998
1.0;Неизвестно;10863360;Москва;ЖК «Западный порт»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.4998
1.0;Неизвестно;10771110;Москва;ЖК «Западный порт»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.4998
2.0;Неизвестно;15587790;Москва;ЖК «Павлова 40»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.833
2.0;Неизвестно;14011910;Москва;ЖК «Павлова 40»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.833
3.0;Неизвестно;18840020;Москва;ЖК «Павлова 40»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.833
0.0;Неизвестно;6901200;Москва;ЖК «Павлова 40»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.833
1.0;Неизвестно;10195200;Москва;ЖК «Павлова 40»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;13203450;Москва;ЖК «Павлова 40»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
1.0;Неизвестно;11869720;Москва;ЖК «Павлова 40»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
3.0;Неизвестно;19740880;Москва;ЖК «Павлова 40»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
1.0;Неизвестно;10260000;Москва;ЖК «Павлова 40»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;12653550;Москва;ЖК «Павлова 40»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
1.0;Неизвестно;10126960;Москва;ЖК «Павлова 40»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;13588610;Москва;ЖК «Павлова 40»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
3.0;Неизвестно;21092160;Москва;ЖК «Павлова 40»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
3.0;Неизвестно;20360640;Москва;ЖК «Павлова 40»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
3.0;Неизвестно;7562160;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;1.0;Отсутсвует;1.25
2.0;Неизвестно;6443613;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;1.0;Отсутсвует;1.25
2.0;Неизвестно;6753600;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;1.0;Отсутсвует;1.25
1.0;Неизвестно;4896560;Красногорск;ЖК «Путилково»;1.0;Балкон;Панельный;0.0;Отсутсвует;1.25
1.0;Неизвестно;5151960;Красногорск;ЖК «Путилково»;1.0;Балкон;Панельный;0.0;Отсутсвует;1.25
3.0;Неизвестно;16064631;Москва;ЖК «Римского-Корсакова 11»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.75
2.0;Неизвестно;10508040;Москва;ЖК «Римского-Корсакова 11»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.75
3.0;Неизвестно;12774790;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;12497260;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9961270;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
1.0;Неизвестно;8136280;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;9067480;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;1.0;Отсутсвует;0.5
3.0;Неизвестно;15830430;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;9355400;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8831020;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;1.0;Отсутсвует;0.5
2.0;Неизвестно;9091680;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;10530480;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;1.0;Отсутсвует;0.5
2.0;Неизвестно;10502640;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;1.0;Отсутсвует;0.5
3.0;Неизвестно;8232840;Красногорск;ЖК «Путилково»;2.0;Нет;Панельный;0.0;Отсутсвует;1.25
3.0;Неизвестно;9555354;Красногорск;ЖК «Путилково»;2.0;Нет;Панельный;0.0;Отсутсвует;1.25
1.0;Неизвестно;5989000;Красногорск;ЖК «Путилково»;2.0;Нет;Панельный;0.0;Отсутсвует;1.25
3.0;Неизвестно;9736740;Красногорск;ЖК «Путилково»;2.0;Нет;Панельный;0.0;Отсутсвует;1.25
3.0;Неизвестно;9784190;Красногорск;ЖК «Путилково»;2.0;Нет;Панельный;0.0;Отсутсвует;1.25
1.0;Неизвестно;9679550;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;14014960;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;11960460;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;2.0;Отсутсвует;0.833
3.0;Неизвестно;7785960;Балашихинский;ЖК «Измайловский лес»;2.0;Нет;Монолитный;0.0;Отсутсвует;1.5
3.0;Неизвестно;7902570;Балашихинский;ЖК «Измайловский лес»;2.0;Нет;Монолитный;0.0;Отсутсвует;1.5
3.0;Неизвестно;7992270;Балашихинский;ЖК «Измайловский лес»;2.0;Нет;Монолитный;0.0;Отсутсвует;1.5
3.0;Неизвестно;8028150;Балашихинский;ЖК «Измайловский лес»;2.0;Нет;Монолитный;0.0;Отсутсвует;1.5
1.0;Неизвестно;5092080;Балашихинский;ЖК «Измайловский лес»;2.0;Нет;Монолитный;0.0;Отсутсвует;1.5
3.0;Неизвестно;13905720;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
1.0;Неизвестно;9443760;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
3.0;Неизвестно;15190098;Москва;ЖК «Green park»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;14067930;Москва;ЖК «Полярная 25»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;10312575;Москва;ЖК «Римского-Корсакова 11»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.75
1.0;Неизвестно;9137090;Москва;ЖК «Римского-Корсакова 11»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.75
3.0;Неизвестно;22019920;Москва;ЖК «Черняховского 19»;1.0;Балкон;Монолитный;2.0;Отсутсвует;0.5
1.0;Неизвестно;12908450;Москва;ЖК «Черняховского 19»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.5
3.0;Неизвестно;11672960;Красногорский;ЖК «Митино парк»;2.0;Балкон;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9016260;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8497500;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;8431500;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;8558000;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;8514000;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;9085230;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8975000;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8941020;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;11858280;Красногорский;ЖК «Митино парк»;2.0;Балкон;Монолитный;2.0;Отсутсвует;0.5
1.0;Неизвестно;6568380;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;8514000;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
1.0;Неизвестно;4622100;Ленинский;ЖК «Восточное Бутово»;1.0;Нет;Панельный;0.0;Отсутсвует;1.75
3.0;Неизвестно;6847360;Ленинский;ЖК «Восточное Бутово»;1.0;Нет;Панельный;0.0;Отсутсвует;1.75
1.0;Неизвестно;9353610;Москва;ЖК «Лефортово парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;11251050;Москва;ЖК «Лефортово парк»;2.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;11561350;Москва;ЖК «Лефортово парк»;2.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
1.0;Неизвестно;9744480;Москва;ЖК «Лефортово парк»;2.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
